EID	massfeature_rows	str_row_ion	compounds	compound_names
E963	row1171	row1171_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E964	row2037;row2378	row2037_M+H[1+];row2378_M+H[1+]	CE4890;C09640	N-methylsalsolinol$(-)-Salsoline
E972	row1202	row1202_M+H[1+]	C01888;C02229;C05665	Aminoacetone$3-Aminopropanal$beta-Aminopropion aldehyde
E979	row1224	row1224_M+Na[1+]	C00272	Tetrahydrobiopterin
E987	row1285;row2185;row2347	row1285_M-C3H4O2+H[1+];row2185_M-CO+H[1+];row2347_M+H[1+]	C00250	Pyridoxal
E988	row2267	row2267_M+H[1+]	C00250	Pyridoxal
E990	row1290;row1301	row1290_M(C13)+H[1+];row1301_M+H[1+]	C00213;C00041;C00099;C00133	Sarcosine; N-Methylglycine$L-Alanine$beta-Alanine$D-Alanine
E998	row1294	row1294_M+H[1+]	C14790	
E999	row1781	row1781_M+H[1+]	C14790	
E1003	row1303	row1303_M+H[1+]	C00632	3-Hydroxyanthranilate
E1004	row1561	row1561_M+H[1+]	C00632	3-Hydroxyanthranilate
E1010	row1706	row1706_M+H[1+]	C00037	Glycine
E1011	row1382	row1382_M+H[1+]	C00037	Glycine
E1012	row1394	row1394_M+Na[1+]	C14089;C02909	1-Hydroxymethylnaphthalene; 1-Naphthalenemethanol$(2-Naphthyl)methanol; 2-Naphthalenemethanol; 2-Hydroxymethylnaphthalene
E1013	row1617	row1617_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E1014	row1399	row1399_M+Na[1+]	tetpent6crn;tetpent3crn	tetracosapentaenoyl carnitine$tetracosapentaenoyl carnitine
E1017	row1427;row1711	row1427_M+Na[1+];row1711_M+Na[1+]	C02076	sedoheptulose
E1020	row1462	row1462_M+H[1+]	C04317	1-Alkyl-2-lyso-sn-glycero-3-phosphocholine
E1022	row1469	row1469_M+H[1+]	C01921	glycocholate
E1028	row1553	row1553_M+H[1+]	CE5860	
E1030	row1556;row1718;row1933;row2383	row1556_M-CO2+H[1+];row1718_M-HCOOH+H[1+];row1933_M+H[1+];row2383_M-CO+H[1+]	C02325	Sinapyl alcohol; Sinapoyl alcohol
E1032	row1606	row1606_M-H2O+H[1+]	C00601	Phenylacetaldehyde; alpha-Tolualdehyde
E1034	row1691;row1702;row1932	row1691_M-CO+H[1+];row1702_M+H[1+];row1932_M+H2O+H[1+]	C05851	
E1035	row2127	row2127_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E1036	row1612;row1939	row1612_M+H2O+H[1+];row1939_M+H[1+]	C06459	N-Trimethyl-2-aminoethylphosphonate; 2-Trimethylaminoethylphosphonate
E1037	row1629	row1629_M+Na[1+]	CE2186;CE2183;CE2182;C05302;C05284;C05290;C05140	4-methoxy-17beta-estradiol$2-hydroxy-3-methoxy-17beta-estradiol$2-methoxy-17beta-estradiol$2-Methoxyestradiol-17beta$11beta-Hydroxyandrost-4-ene-3,17-dione; Androst-4-ene-3,17-dione-11beta-ol; 4-Androsten-11beta-ol-3,17-dione$19-Hydroxyandrost-4-ene-3,17-dione; 19-Hydroxyandrostenedione$16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione
E1046	row1767	row1767_M+H[1+]	C04598	Platelet-activating factor
E1050	row2160	row2160_M-H2O+H[1+]	C02714	N-Acetylputrescine
E1051	row1827	row1827_M-H2O+H[1+]	C02714	N-Acetylputrescine
E1052	row1996	row1996_M-H2O+H[1+]	C02714	N-Acetylputrescine
E1056	row1848	row1848_M+H[1+]	C00318	L-Carnitine
E1057	row1882	row1882_M+H[1+]	C00318	L-Carnitine
E1061	row1908;row1974	row1908_M-H2O+H[1+];row1974_M-H2O+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E1063	row2101	row2101_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E1064	row2125	row2125_M+H[1+]	C06103	6-Hydroxyhexanoic acid; 6-Hydroxyhexanoate
E1065	row1935;row2371	row1935_M+H[1+];row2371_M(C13)+H[1+]	C03626	Nomega,Nomega'-Dimethyl-L-arginine; NG,NG-Dimethyl-L-arginine
E1074	row2009	row2009_M+H[1+]	C16546	N-Desmethyltamoxifen
E1078	row2070	row2070_M+Na[1+]	C00208;C06373;C00252;C00243;C01083;C00897;C00089;C01235;C05400;C05402;C00185	Maltose$beta-D-Gal-(1->4)-D-Glc$Isomaltose; Brachiose$Lactose$Trehalose$alpha-Maltose; alpha-Malt sugar$Sucrose$1-alpha-D-Galactosyl-myo-inositol; 1-O-alpha-D-Galactosyl-D-myo-inositol; Galactinol$Epimelibiose$Melibiose$Cellobiose
E1082	row2181	row2181_M+Na[1+]	C00385	Xanthine
E1083	row2274	row2274_M-H2O+H[1+]	dmhptcrn	2,6 dimethylheptanoyl carnitine
